ПРОДАЮ САМСУНГ GT A9500 СОСТОЯНИЕ НЕ ПЛОХОЕ ТЕЛЕФОН ЧИСТО ДЛЯ СВЯЗИ,2 000 KGS,/bishkek/ads/prodau-samsung-gt-a9500-sostoanie-ne-plohoe-telefon-cisto-dla-svazi-id-47690367
ПРОДАЮ ЧЕХЛЫ ГЕЛЕВЫЕ НА HTC M8 В ОТЛИЧНОМ,1 000 KGS,/bishkek/ads/prodau-cehly-gelevye-na-htc-m8-v-otlicnom-id-50298696
///Xiaomi,8 700 KGS,/bishkek/ads/xiaomi-id-54342898
///Xiaomi,7 999 KGS,/bishkek/ads/xiaomi-id-53234470
Срочно продам! цена не окончательна. сони ихпериа z,4 000 KGS,/bishkek/ads/srocno-prodam-cena-ne-okoncatelna-soni-ihperia-z-id-55176877
///Pocophone F1 ///Graphite black 6/64,16 999 KGS,/bishkek/ads/pocophone-f1-graphite-black-664-id-53155026
///One plus 5,18 000 KGS,/bishkek/ads/one-plus-5-id-53317717
____,17 500 KGS,/bishkek/ads/-id-55249844
///Meizu,15 000 KGS,/bishkek/ads/meizu-id-53702135
"Xiaomi
A2 lite (2018)
32гб в идеальном состоянии
8500",8 500 KGS,/bishkek/ads/xiaomi-a2-lite-2018-32gb-v-idealnom-sostoanii-8500-id-50504967
Xiaomi,8 700 KGS,/bishkek/ads/xiaomi-id-49013748
И так.. ,6 500 KGS,/bishkek/ads/i-tak-id-53861460
///Xiaomi,19 000 KGS,/bishkek/ads/xiaomi-id-54554008
#bishkek#kyrgyzstan#xiaomi#samsung#galaxy#mi#nokia#oppo#vivo#huawei#2019#топовый#snapdragon#kirin#идеал#дешево#oneplus6t#845#835#970#980#,10 500 KGS,/bishkek/ads/bishkekkyrgyzstanxiaomisamsunggalaxyminokiaoppovivohuawei2019topovyjsnapdragonkirinidealdesevooneplus6t845835970980-id-54339269
///Galaxy,7 500 KGS,/bishkek/ads/galaxy-id-52398381
///Xiaomi,6 555 KGS,/bishkek/ads/xiaomi-id-53242806
///Huawei,7 800 KGS,/bishkek/ads/huawei-id-51511189
Батарейка на нокиа. оригинал.,100 KGS,/bishkek/ads/batarejka-na-nokia-original-id-42750080
"Galaxy samsung J6 (2018)
идеальное состояние
комплект полный 
 ",8 500 KGS,/bishkek/ads/galaxy-samsung-j6-2018-idealnoe-sostoanie-komplekt-polnyj-id-54861856
///Xiaomi,15 000 KGS,/bishkek/ads/xiaomi-id-50936486
___Mi8 lite blue mica ,Договорная,/bishkek/ads/mi8-lite-blue-mica-id-55300494
___Galaxy,14 500 KGS,/bishkek/ads/galaxy-id-55300391
Iphone 7(128gb) red. ,23 500 KGS,/bishkek/ads/iphone-7128gb-red-id-55275022
Купить смартфон Mi 8 Lite всего за 2 787,17 300 KGS,/bishkek/ads/kupit-smartfon-mi-8-lite-vsego-za-2-787-id-54016615
"Iphone XS Max 256 Gb  2 сим карты, цвет золотой,",3 000 USD,/bishkek/ads/iphone-xs-max-256-gb-2-sim-karty-cvet-zolotoj-id-55430661
Геймпад с Триггерами Game Handle от Bobbystore,599 KGS,/bishkek/ads/gejmpad-s-triggerami-game-handle-ot-bobbystore-id-54412160
СРОЧНО ПРОДАЁТСЯ!!!,40 000 KGS,/bishkek/ads/srocno-prodaetsa-id-55072745
Xiaomi redmi note 6 pro. 3/32 новый неделю пользуюсь. полный комплект.,10 500 KGS,/bishkek/ads/xiaomi-redmi-note-6-pro-332-novyj-nedelu-polzuus-polnyj-komplekt-id-54375013
"///Xiaomi
///note5 4/64 Asia
идеальное состояние
гарантия 
 
 ",10 200 KGS,/bishkek/ads/xiaomi-note5-464-asia-idealnoe-sostoanie-garantia-id-51901998
,,
///Oppo,6 500 KGS,/bishkek/ads/oppo-id-50868782
///Sony ///Xperia XA1 3/32gb ///Идеал ///Гарантия ,7 000 KGS,/bishkek/ads/sony-xperia-xa1-332gb-ideal-garantia-id-53943687
///galaxy A6 (2018),10 500 KGS,/bishkek/ads/galaxy-a6-2018-id-52003781
///Xiaomi ///Mi8 SE /// 6/64 gb ///Идеал (полный,14 000 KGS,/bishkek/ads/xiaomi-mi8-se-664-gb-ideal-polnyj-id-54708343
___Huawei,11 500 KGS,/bishkek/ads/huawei-id-55097315
///Xiaomi,8 500 KGS,/bishkek/ads/xiaomi-id-52178563
///Galaxy,5 999 KGS,/bishkek/ads/galaxy-id-52506398
___Oppo,10 500 KGS,/bishkek/ads/oppo-id-55249880
///Xiaomi,7 700 KGS,/bishkek/ads/xiaomi-id-52862754
///xiaomi,13 500 KGS,/bishkek/ads/xiaomi-id-53486317
///Xiaomi,8 777 KGS,/bishkek/ads/xiaomi-id-52950373
///Lg,6 000 KGS,/bishkek/ads/lg-id-54825960
///Xiaomi ,8 999 KGS,/bishkek/ads/xiaomi-id-52862200
///Xiaomi,19 900 KGS,/bishkek/ads/xiaomi-id-53738938
///Galaxy ,6 999 KGS,/bishkek/ads/galaxy-id-52986690
///Xiaomi,13 000 KGS,/bishkek/ads/xiaomi-id-54825434
"Редми 4х 3/32гб, золотой цвет, идеал",6 000 KGS,/bishkek/ads/redmi-4h-332gb-zolotoj-cvet-ideal-id-51138892
///Apple,5 999 KGS,/bishkek/ads/apple-id-52254952
///Lg,6 000 KGS,/bishkek/ads/lg-id-51294405
///Galaxy ///A5 (2017),9 000 KGS,/bishkek/ads/galaxy-a5-2017-id-52365250
Срочно срочно!!! цена снижена!!!,6 500 KGS,/bishkek/ads/srocno-srocno-cena-snizena-id-50630783
///Xiaomi,7 999 KGS,/bishkek/ads/xiaomi-id-52774262
///Galaxy ,14 000 KGS,/bishkek/ads/galaxy-id-54592917
Яблоко ,9 500 KGS,/bishkek/ads/abloko-id-54225196
///Xiaomi,10 500 KGS,/bishkek/ads/xiaomi-id-51014766
NOKIA xpress musik ,700 KGS,/bishkek/ads/nokia-xpress-musik-id-54578010
///Huawei ///P-Smart (2019) Хамелеон ///Идеал новый,12 000 KGS,/bishkek/ads/huawei-p-smart-2019-hameleon-ideal-novyj-id-54708303
Xiaomi redmi note 5 pro 64gb global version,9 500 KGS,/bishkek/ads/xiaomi-redmi-note-5-pro-64gb-global-version-id-55395795
///Xiaomi ,9 700 KGS,/bishkek/ads/xiaomi-id-53551337
На запчасть или можно отремонтировать,500 KGS,/bishkek/ads/na-zapcast-ili-mozno-otremontirovat-id-53804576
///Galaxy ,8 500 KGS,/bishkek/ads/galaxy-id-54228591
Самсунг нот 8 Чехол Классный,2 500 KGS,/bishkek/ads/samsung-not-8-cehol-klassnyj-id-55413264
Продаю Nokia 206 . 2 х симочная. вставляется,1 500 KGS,/bishkek/ads/prodau-nokia-206-2-h-simocnaa-vstavlaetsa-id-53739170
///Oppo,11 700 KGS,/bishkek/ads/oppo-id-52109824
///Xiaomi,11 500 KGS,/bishkek/ads/xiaomi-id-54213116
///Galaxy,9 300 KGS,/bishkek/ads/galaxy-id-53553689
Aux кабель,150 KGS,/lebedinovka/ads/aux-kabel-id-51519038
///Oppo,12 700 KGS,/bishkek/ads/oppo-id-51936932
Новые смартфоны по низким ценам под,Договорная,/bishkek/ads/novye-smartfony-po-nizkim-cenam-pod-id-55435947
Наушники беспроводные,500 KGS,/bishkek/ads/nausniki-besprovodnye-id-52570307
Apple watch 3 серии почти новые покупал 2,20 000 KGS,/kok-oi/ads/apple-watch-3-serii-pocti-novye-pokupal-2-id-51743344
"Беспроводные наушники airpods,хорошие",1 800 KGS,/bishkek/ads/besprovodnye-nausniki-airpodshorosie-id-55023537
Айфон 7 Iphone 32гб срочно продам розовый,16 800 KGS,/tokmak/ads/ajfon-7-iphone-32gb-srocno-prodam-rozovyj-id-55350308
///Huawei,13 500 KGS,/bishkek/ads/huawei-id-54075076
Продаются вип номера ,Договорная,/bishkek/ads/prodautsa-vip-nomera-id-54242568
,,
Micromax Q383 Bolt,1 000 KGS,/bishkek/ads/micromax-q383-bolt-id-53478963
"Mi note 6 pro 
32gb
коробка, зарядка, чехол",9 200 KGS,/bishkek/ads/mi-note-6-pro-32gb-korobka-zaradka-cehol-id-55366429
"Samsung A 750
64 GB 
4 GB",14 000 KGS,/bishkek/ads/samsung-a-750-64-gb-4-gb-id-55452958
Срочно продаю нокиа. сост жиндии зынк теке прошуу 400с,400 KGS,/bishkek/ads/srocno-prodau-nokia-sost-zindii-zynk-teke-prosuu-400s-id-55513930
Продаю Айфон 6S оригинал ,9 500 KGS,/bishkek/ads/prodau-ajfon-6s-original-id-54731490
Батарейки для телефона xiaomi,Договорная,/bishkek/ads/batarejki-dla-telefona-xiaomi-id-51786903
Зарядка для телефона от прикуривателя .в комплекте кабель,350 KGS,/bishkek/ads/zaradka-dla-telefona-ot-prikurivatela-v-komplekte-kabel-id-53715186
Nokia,4 500 KGS,/bishkek/ads/nokia-id-55403300
Селфи подсветка для телефона,700 KGS,/bishkek/ads/selfi-podsvetka-dla-telefona-id-52474727
"Ультрасовременные наушники на молнии,",150 KGS,/bishkek/ads/ultrasovremennye-nausniki-na-molnii-id-47911830
"Samsung galaxy J5 2015, телефон продаю или меняю",3 600 KGS,/bishkek/ads/samsung-galaxy-j5-2015-telefon-prodau-ili-menau-id-55093299
"Mi Mix 2s НА ГАРАНТИИ, ФЛАГМАН 2018 года все",21 000 KGS,/bishkek/ads/mi-mix-2s-na-garantii-flagman-2018-goda-vse-id-53950481
Продаю Samsung galaxy J2 2016 все идеально экран,2 900 KGS,/bishkek/ads/prodau-samsung-galaxy-j2-2016-vse-idealno-ekran-id-54785542
АЙФОН 6 ГОЛД 64 ГИГА В ОТЛИЧНОМ СОСТОЯНИИ!! ОН НОВЫЙ!!!,10 000 KGS,/bishkek/ads/ajfon-6-gold-64-giga-v-otlicnom-sostoanii-on-novyj-id-55465951
"Чехол от планшета
незнаю именно какого,можете не спрашивать!",350 KGS,/bishkek/ads/cehol-ot-planseta-neznau-imenno-kakogomozete-ne-sprasivat-id-55513769
Продаю Meizu U10 3/32gb в отличном состоянии.,4 500 KGS,/bishkek/ads/prodau-meizu-u10-332gb-v-otlicnom-sostoanii-id-54497222
Автомобильная зарядка для телефона модель my31,250 KGS,/bishkek/ads/avtomobilnaa-zaradka-dla-telefona-model-my31-id-53714243
Карманная зарядка power bank на 10000 mah,1 300 KGS,/lebedinovka/ads/karmannaa-zaradka-power-bank-na-10000-mah-id-51519440
"Чехлы для айфонов новые,",200 KGS,/bishkek/ads/cehly-dla-ajfonov-novye-id-45780254
Чехол книжка для сяоми телефона,300 KGS,/bishkek/ads/cehol-knizka-dla-saomi-telefona-id-46864131
Переходник для Айфона,450 KGS,/bishkek/ads/perehodnik-dla-ajfona-id-52469632
Power bank xiaomi на 20000 mah,1 800 KGS,/bishkek/ads/power-bank-xiaomi-na-20000-mah-id-39370343
Продаю Samsung Galaxy S7 edge в отличном состоянии 32 гб,17 000 KGS,/bishkek/ads/prodau-samsung-galaxy-s7-edge-v-otlicnom-sostoanii-32-gb-id-54187074
Защитное стекло 5d на mi max 3,150 KGS,/bishkek/ads/zasitnoe-steklo-5d-na-mi-max-3-id-51501712
Кнопочный телефон для связи .две сим карты,1 200 KGS,/bishkek/ads/knopocnyj-telefon-dla-svazi-dve-sim-karty-id-53283717
Mi band 3 фитнес браслет новый обмен не интересует,1 800 KGS,/bishkek/ads/mi-band-3-fitnes-braslet-novyj-obmen-ne-interesuet-id-48729199
Наклейки на телефон для магнитного держателя,Договорная,/bishkek/ads/naklejki-na-telefon-dla-magnitnogo-derzatela-id-52260351
Iphone se срочно продаю!!!,11 599 KGS,/lebedinovka/ads/iphone-se-srocno-prodau-id-54945102
Сенсорное стекло с сенсорным шлейфом для Iphone X. Новый.,55 USD,/bishkek/ads/sensornoe-steklo-s-sensornym-slejfom-dla-iphone-x-novyj-id-55320392
Переходник typc-vga.usb-vga/gigabit mi usb-c to vga and internet,2 100 KGS,/bishkek/ads/perehodnik-typc-vgausb-vgagigabit-mi-usb-c-to-vga-and-internet-id-51545551
Беспроводная зарядка от фирмы xiaomi,1 100 KGS,/lebedinovka/ads/besprovodnaa-zaradka-ot-firmy-xiaomi-id-51519232
Защитное стекло для всех моделей iphone,300 KGS,/lebedinovka/ads/zasitnoe-steklo-dla-vseh-modelej-iphone-id-51519575
"Чехлы для разных телефонов 
каждый за 200",200 KGS,/bishkek/ads/cehly-dla-raznyh-telefonov-kazdyj-za-200-id-55513747
"Usb кабель для Айфона,Samsung.",200 KGS,/lebedinovka/ads/usb-kabel-dla-ajfonasamsung-id-51519085
Пауер бэнд отдам за 250с. (2600 мАh) Ош,250 KGS,/osh/ads/pauer-bend-otdam-za-250s-2600-mah-os-id-55303544
Продаю Redmi 4x в отличном состоянии 32 гб глобал версия черный,7 000 KGS,/bishkek/ads/prodau-redmi-4x-v-otlicnom-sostoanii-32-gb-global-versia-cernyj-id-54187498
В продаже защитные «6D» стекла для Iphone,Договорная,/bishkek/ads/v-prodaze-zasitnye-6d-stekla-dla-iphone-id-55513259
Зарядка  для телефона usb кабель в комплекте модель my202,250 KGS,/bishkek/ads/zaradka-dla-telefona-usb-kabel-v-komplekte-model-my202-id-53714826
Iphone 7(128gb) red. ,23 500 KGS,/bishkek/ads/iphone-7128gb-red-id-55275022
АКЦИЯ!!! Успейте купить M3 Smart Band,899 KGS,/bishkek/ads/akcia-uspejte-kupit-m3-smart-band-id-54521398
- Куплю для себя Xiaomi,Договорная,/bishkek/ads/kuplu-dla-seba-xiaomi-id-55407556
Телефоны в рассрочку на 2 месяца. ,Договорная,/bishkek/ads/telefony-v-rassrocku-na-2-mesaca-id-54651153
Продаю или меняю Nokia E72 на  Nokia 7373 ( в хорошем состоянии),3 500 KGS,/bishkek/ads/prodau-ili-menau-nokia-e72-na-nokia-7373-v-horosem-sostoanii-id-49836012
Чехлы для айфонов,200 KGS,/bishkek/ads/cehly-dla-ajfonov-id-45662593
Попсокеты для телефона,50 KGS,/bishkek/ads/popsokety-dla-telefona-id-52299014
,,
Переходник для наушников,1 000 KGS,/bishkek/ads/perehodnik-dla-nausnikov-id-50840165
Магнитный держатель для телефона в машину.металлический.,500 KGS,/bishkek/ads/magnitnyj-derzatel-dla-telefona-v-masinumetalliceskij-id-51531562
Pocophone f1 (6+64),19 370 KGS,/bishkek/ads/pocophone-f1-664-id-53397549
Power Bank Vierex Core+ 10050mAh,1 050 KGS,/bishkek/ads/power-bank-vierex-core-10050mah-id-48058365
Безпроводное зарядное устройство от,2 000 KGS,/bishkek/ads/bezprovodnoe-zaradnoe-ustrojstvo-ot-id-51637845
Продаються чехлы на телефоны. Чехол на,100 KGS,/bishkek/ads/prodautsa-cehly-na-telefony-cehol-na-id-52755972
Продам фирменные чехлы GZ Electronics,400 KGS,/bishkek/ads/prodam-firmennye-cehly-gz-electronics-id-48967539
Силиконовые ремешки для ми бенд 3,150 KGS,/bishkek/ads/silikonovye-remeski-dla-mi-bend-3-id-48732007
Продаю,1 200 KGS,/bishkek/ads/prodau-id-52047430
"Samsung galaxy j3 pro.в идеальном состоянии.прошу 6тыс ,торг уместен ,",Договорная,/bishkek/ads/samsung-galaxy-j3-prov-idealnom-sostoaniiprosu-6tys-torg-umesten-id-55513586
Защитное стекло на камеру для Айфона 6/6+.7/7+,150 KGS,/bishkek/ads/zasitnoe-steklo-na-kameru-dla-ajfona-6677-id-51748086
Зарядка новая  ,Договорная,/bishkek/ads/zaradka-novaa-id-55513590
"Чехол 360° на телефон фирмы xiaomi,huawei.",250 KGS,/bishkek/ads/cehol-360-na-telefon-firmy-xiaomihuawei-id-51501534
Продам классный бронечехол для HTC M8 с,300 KGS,/bishkek/ads/prodam-klassnyj-bronecehol-dla-htc-m8-s-id-54881989
Продаём оптом подставки для телефонов (стульчики),50 KGS,/bishkek/ads/prodaem-optom-podstavki-dla-telefonov-stulciki-id-45100578
Самсунг отлично работает ,1 800 KGS,/bishkek/ads/samsung-otlicno-rabotaet-id-52813754
Модель: Artel P5,8 000 KGS,/bazar-korgon/ads/model-artel-p5-id-55513432
Power Bank Joway 10000 mAh,1 500 KGS,/bishkek/ads/power-bank-joway-10000-mah-id-42344268
"PRODA, REMAX 10000Mah",850 KGS,/bishkek/ads/proda-remax-10000mah-id-38370018
Продаются чехлы по 100сом . Чехлы для,100 KGS,/bishkek/ads/prodautsa-cehly-po-100som-cehly-dla-id-50148905
"Редми нот 7 (4+64) redmi note 7 (4+64) черный, глобал",14 100 KGS,/bishkek/ads/redmi-not-7-464-redmi-note-7-464-cernyj-global-id-55513558
Продаю новый телефон InoI 2 lite.. ,4 500 KGS,/kara-balta/ads/prodau-novyj-telefon-inoi-2-lite-id-53693789
Продам ж5  2016 16г. состояние отличное,5 000 KGS,/tokmak/ads/prodam-z5-2016-16g-sostoanie-otlicnoe-id-52677250
Iphone 8 256 gb состояние идеальное,34 000 KGS,/bishkek/ads/iphone-8-256-gb-sostoanie-idealnoe-id-55511976
"Наушники для сони эриксон
отдам каждый по 100",200 KGS,/bishkek/ads/nausniki-dla-soni-erikson-otdam-kazdyj-po-100-id-55513588
Другие аксессуары для мобильных телефонов,50 KGS,/bishkek/ads/drugie-aksessuary-dla-mobilnyh-telefonov-id-55330233
"Паяльник для телефонов и прочее
состояние слабое отдам за 200",Договорная,/bishkek/ads/paalnik-dla-telefonov-i-procee-sostoanie-slaboe-otdam-za-200-id-55513512
"Продаю легендарный телефон NOKIA 6310i ,",Договорная,/bishkek/ads/prodau-legendarnyj-telefon-nokia-6310i-id-46298259
"Продаю айфон 8+, 64гб. Из Америки.",39 000 KGS,/bishkek/ads/prodau-ajfon-8-64gb-iz-ameriki-id-55194724
Продаю самсунг J3 2016г. В отличном,Договорная,/kant/ads/prodau-samsung-j3-2016g-v-otlicnom-id-54740621
Iphone 5-S 16GB,5 000 KGS,/bishkek/ads/iphone-5-s-16gb-id-52741250
Айфон 6+ миняю на айфон 7 ,Договорная,/osh/ads/ajfon-6-minau-na-ajfon-7-id-55513495
"Продаю Lenovo A7010 работает , но нужно",1 900 KGS,/bishkek/ads/prodau-lenovo-a7010-rabotaet-no-nuzno-id-50544005
"Xiaomi Redmi Global version Note 5  32 GB
под масло",9 500 KGS,/bishkek/ads/xiaomi-redmi-global-version-note-5-32-gb-pod-maslo-id-55513260
"Куплю дисплей на Lenovo a7010
рабочий ! ",Договорная,/bishkek/ads/kuplu-displej-na-lenovo-a7010-rabocij-id-49050972
Галакси с6 эдж сост 10из10 все идеально работает обмен расмотрю,9 999 KGS,/bishkek/ads/galaksi-s6-edz-sost-10iz10-vse-idealno-rabotaet-obmen-rasmotru-id-55482923
"Флешка 64 gb Ультра
не путать с обычными классами 10",1 300 KGS,/bishkek/ads/fleska-64-gb-ultra-ne-putat-s-obycnymi-klassami-10-id-54711579
Продаю чехлы для телефонов,500 KGS,/osh/ads/prodau-cehly-dla-telefonov-id-54505071
Iphone 7(128gb) red. ,23 500 KGS,/bishkek/ads/iphone-7128gb-red-id-55275022
Купить смартфон Mi 8 Lite всего за 2 787,17 300 KGS,/bishkek/ads/kupit-smartfon-mi-8-lite-vsego-za-2-787-id-54016615
"Iphone XS Max 256 Gb  2 сим карты, цвет золотой,",3 000 USD,/bishkek/ads/iphone-xs-max-256-gb-2-sim-karty-cvet-zolotoj-id-55430661
Геймпад с Триггерами Game Handle от Bobbystore,599 KGS,/bishkek/ads/gejmpad-s-triggerami-game-handle-ot-bobbystore-id-54412160
СРОЧНО ПРОДАЁТСЯ!!!,40 000 KGS,/bishkek/ads/srocno-prodaetsa-id-55072745
Другие аксессуары для мобильных телефонов,Договорная,/bishkek/ads/drugie-aksessuary-dla-mobilnyh-telefonov-id-54575949
Держатель для телефона (кольцо),100 KGS,/bishkek/ads/derzatel-dla-telefona-kolco-id-54719676
,,
Стикер для работы обеих сим карт и,300 KGS,/bishkek/ads/stiker-dla-raboty-obeih-sim-kart-i-id-43616096
Xiaomi Mi5Plus (EU) 64GB ,9 000 KGS,/bishkek/ads/xiaomi-mi5plus-eu-64gb-id-51540276
Универсальный зарядник,400 KGS,/bishkek/ads/universalnyj-zaradnik-id-55513429
"Sumsung J1(6) 4G, процессор: 4х ядерный 1,3ГГц,",Договорная,/bishkek/ads/sumsung-j16-4g-processor-4h-adernyj-13ggc-id-54827322
"Bluetooth наушники в комплекте чехол, подушки для ушей",Договорная,/bishkek/ads/bluetooth-nausniki-v-komplekte-cehol-poduski-dla-usej-id-55105468
Продаю Galaxy J2 Prime новый коробка,5 500 KGS,/bishkek/ads/prodau-galaxy-j2-prime-novyj-korobka-id-54583333
Micromax x 2420,2 000 KGS,/bishkek/ads/micromax-x-2420-id-52748553
Nokia 101 Duos (торг.),Договорная,/bishkek/ads/nokia-101-duos-torg-id-54593089
Чехол на Redmi Note 5 Original,450 KGS,/bishkek/ads/cehol-na-redmi-note-5-original-id-45647026
"Iphone 5,5s,SE. Чехол (муж).",148 KGS,/bishkek/ads/iphone-55sse-cehol-muz-id-53679616
Защитное стекло 4D Без воздушной,300 KGS,/bishkek/ads/zasitnoe-steklo-4d-bez-vozdusnoj-id-45102196
XIAOMI AMAZFIT ARC НЕ РАСПЕЧАТАННЫЙ ,43 USD,/bishkek/ads/xiaomi-amazfit-arc-ne-raspecatannyj-id-55216515
Продаю iphone 4s 16gb в отличном сост. 100%.,Договорная,/bishkek/ads/prodau-iphone-4s-16gb-v-otlicnom-sost-100-id-54266488
Продаю  Samsung a5 2017 сост отличное  цена 10000с мини торг ,10 000 KGS,/bishkek/ads/prodau-samsung-a5-2017-sost-otlicnoe-cena-10000s-mini-torg-id-53777117
Samsung A5 2017 обмен только Xiaomi not 5  (4/64),Договорная,/osh/ads/samsung-a5-2017-obmen-tolko-xiaomi-not-5-464-id-54333150
PowerBank на 8400 mah,750 KGS,/sokuluk/ads/powerbank-na-8400-mah-id-54979602
"Монопод(селфи) + тринога со съёмным пультом
товар новый",1 500 KGS,/sokuluk/ads/monopodselfi-trinoga-so-semnym-pultom-tovar-novyj-id-54928375
"Телефон с дефектом, приходит конец",6 500 KGS,/bishkek/ads/telefon-s-defektom-prihodit-konec-id-55412832
Продаю Powerbank (самодельный) - для,100 KGS,/bishkek/ads/prodau-powerbank-samodelnyj-dla-id-54712002
Продаю сборники по подготовке к ОРТ. город талас,Договорная,/talas/ads/prodau-sborniki-po-podgotovke-k-ort-gorod-talas-id-46484954
Беспроводная зарядка для любого,400 KGS,/bishkek/ads/besprovodnaa-zaradka-dla-lubogo-id-40236560
"Срочно продаю HTC M7, идеальное",5 000 KGS,/bishkek/ads/srocno-prodau-htc-m7-idealnoe-id-55513195
"Работает офигетительно:
громкая связь
настройка медодий и т. п. и др.",300 KGS,/bishkek/ads/rabotaet-ofigetitelno-gromkaa-svaz-nastrojka-medodij-i-t-p-i-dr-id-39660017
Продаю планшет цена,Договорная,/bishkek/ads/prodau-planset-cena-id-55513019
Продаю Google Pixel 32Gb Black в хорошем,12 000 KGS,/bishkek/ads/prodau-google-pixel-32gb-black-v-horosem-id-55411368
LG абмен ,1 500 KGS,/bishkek/ads/lg-abmen-id-55513092
"Куплю телефоны Samsung Xiaomi! Для тех, кто",Договорная,/bishkek/ads/kuplu-telefony-samsung-xiaomi-dla-teh-kto-id-45538408
Чехол прортивоударный оригинальный для смартфона Google Nexus 6P,850 KGS,/bishkek/ads/cehol-prortivoudarnyj-originalnyj-dla-smartfona-google-nexus-6p-id-45927525
Защитные стёкла 5D на Redmi Note 5 Pro Отличного качества!,300 KGS,/bishkek/ads/zasitnye-stekla-5d-na-redmi-note-5-pro-otlicnogo-kacestva-id-48069242
"Xiaomi Mi Mix 2 8/128Gb 
меняю на iPhone 7 Plus 128 с моей доплатой ",30 000 KGS,/bishkek/ads/xiaomi-mi-mix-2-8128gb-menau-na-iphone-7-plus-128-s-moej-doplatoj-id-50240290
Флеш карточки,Договорная,/bishkek/ads/fles-kartocki-id-35209698
Цена указана в описании торгам не,90 KGS,/bishkek/ads/cena-ukazana-v-opisanii-torgam-ne-id-34110535
"Разные зарядные устройства 
каждый за 200сом",200 KGS,/bishkek/ads/raznye-zaradnye-ustrojstva-kazdyj-za-200som-id-55513278
ПРОДАЮ РАЦИЮ . РАБОЧИЙ,2 500 KGS,/bishkek/ads/prodau-raciu-rabocij-id-48888709
Срочно iphone 7 plus 128gb!!!,29 700 KGS,/bishkek/ads/srocno-iphone-7-plus-128gb-id-55446675
Повер банки Power bank Samsung + фонарик!,1 100 KGS,/bishkek/ads/pover-banki-power-bank-samsung-fonarik-id-54816845
